,mean,variance,skewness,kurtosis,date
0,24869.05522260274,22133907.797700066,1.27445244731917,2.044057056614661,2019-12
1,24775.8109726017,26037832.37110087,1.2795427434068292,1.8868373830507852,2020-12
2,24826.8824391172,23161839.007231634,1.2001568103045137,1.5682576683456135,2021-12
