,mean,variance,kurtosis,skewness,date
75,20098.944444444445,5527968.282617112,1.0165037037502573,-0.07951438746834816,2019-03-17
76,22538.90625,5755780.691528746,0.11708462032004445,-0.6947639044344265,2019-03-18
77,22896.96875,4783149.640135017,-0.11239653134466683,-0.750677144907959,2019-03-19
78,22959.347222222223,4596077.363337206,-0.3840758228444418,-0.794002008374775,2019-03-20
79,22631.684027777777,4493962.070545393,0.184502731166166,-1.0448870474553458,2019-03-21
80,22684.89236111111,3975729.559802071,-0.2399185392503349,-0.8542263707692657,2019-03-22
81,20570.98263888889,3136166.6721714097,0.5881725205592359,-0.3748439041478133,2019-03-23
82,19514.35763888889,5577829.868164441,0.7917312098044236,-0.24120996055870458,2019-03-24
83,22679.243055555555,5909693.940718155,-0.1614910359116556,-0.6700131278053201,2019-03-25
84,22507.95486111111,4586594.252310782,0.08365535986790079,-0.8016309760351445,2019-03-26
85,22770.194444444445,4598671.341850561,-0.15676250687244372,-0.8357989246898536,2019-03-27
86,22533.288194444445,4111603.920138889,0.16977736650338662,-0.7622518996984016,2019-03-28
87,22041.84375,3821332.0974520906,0.40270304491404846,-1.0347137648013152,2019-03-29
88,20361.57638888889,4089577.77114789,0.6614818541335166,-0.48125400377411687,2019-03-30
89,19961.840277777777,5854734.880323268,0.94768910581884,-0.28087901198885934,2019-03-31
90,23107.371527777777,7115188.68030149,-0.3488975108352646,-0.8294707077331016,2019-04-01
91,22871.847222222223,4344825.161246612,-0.05556759813853159,-0.5561252177059921,2019-04-02
92,22964.378472222223,4608221.274378145,-0.3909561301129143,-0.645936526575873,2019-04-03
93,23111.89236111111,4299198.723565137,-0.35039358539209625,-0.8733435730873396,2019-04-04
94,22721.85763888889,3973904.1503944057,-0.6187078950745384,-0.7096079402617734,2019-04-05
95,20532.506944444445,3496539.149777391,0.9701578598640264,-0.07735011794857849,2019-04-06
96,20278.104166666668,6120551.306184669,1.0945953961325108,-0.1873267525327864,2019-04-07
97,23547.368055555555,8786555.585317459,-0.3092741320587599,-0.9495821120132364,2019-04-08
98,22294.996527777777,3622111.6550401663,0.6137884659831577,-0.2143296947874611,2019-04-09
99,22413.899305555555,4763956.585644116,0.4933326835561567,-0.5533170933749938,2019-04-10
100,23018.305555555555,3752328.8540456835,-0.1256016590635937,-0.3740641446723716,2019-04-11
101,22425.885416666668,3530852.4920513937,0.308051586937887,-0.7283295144102309,2019-04-12
102,20730.23611111111,3476116.362175765,1.0330192795505384,-0.14897820235244463,2019-04-13
103,19843.92013888889,5311475.79499371,1.0533257329316674,-0.18190757684370418,2019-04-14
104,22739.041666666668,5566462.026132404,-0.19637944951824154,-0.708272319119589,2019-04-15
105,23089.54513888889,4214486.346387437,-0.20320294711080514,-0.6701616522857416,2019-04-16
106,23144.57638888889,4631191.931426636,0.413729528991836,-0.5316841139238022,2019-04-17
107,24304.208333333332,7196919.489547038,0.17206414035529122,-0.8643832552655648,2019-04-18
108,23732.177083333332,4556835.142748258,0.0548253600047253,-0.7526030624623408,2019-04-19
109,21115.979166666668,2926183.9995644605,0.9351469971664866,-0.15798034848639153,2019-04-20
110,19492.20138888889,4805063.589963222,0.7694323854954388,-0.2280070346579901,2019-04-21
111,22711.70486111111,7293721.031056427,0.2730165953252948,-0.6539819996673004,2019-04-22
112,24387.847222222223,9844315.558459155,0.2123988950676808,-0.9579308933617279,2019-04-23
113,25487.319444444445,11633409.416763453,0.13928410195113877,-1.113335197107137,2019-04-24
114,25677.805555555555,9975587.578784358,0.08040595596390394,-1.083035720619325,2019-04-25
115,24782.145833333332,6636553.74869338,0.0958273846152382,-0.9744306821408566,2019-04-26
116,22197.916666666668,3556517.7909407667,0.8668702060417665,-0.47514421980916133,2019-04-27
117,21077.569444444445,5736975.256484708,0.9534899125411759,-0.48939337152959794,2019-04-28
118,23293.506944444445,5033276.118418505,-0.2883953553599815,-0.6218769790218817,2019-04-29
119,23314.65625,4291925.710692509,-0.1796793160652281,-0.5315965745698006,2019-04-30
120,23215.180555555555,4817907.542198993,0.4488983604451153,-0.4642239238369448,2019-05-01
121,23623.11111111111,5306233.4998064255,0.303533286794962,-0.5243327932114212,2019-05-02
122,23692.03125,4761643.577417247,0.20723709607451327,-0.6906049417850149,2019-05-03
123,21720.4375,4133299.7730836235,0.9406758114628518,-0.458002165197386,2019-05-04
124,20347.777777777777,5150393.169957413,0.9010155711298767,-0.3805688105030587,2019-05-05
125,23252.871527777777,5404373.986921699,-0.23629097920366623,-0.6276106699211588,2019-05-06
126,23600.597222222223,4597783.642082849,-0.09444456052462136,-0.5215587555051893,2019-05-07
127,24117.364583333332,5394381.577417247,-0.3894890740767182,-0.667146723875323,2019-05-08
128,24305.027777777777,4717340.556716996,-0.5778262104020111,-0.7227348281753017,2019-05-09
129,23625.722222222223,9698465.699574139,-4.661444423236848,32.6514639302126,2019-05-10
130,21689.340277777777,3592378.510985289,1.0260278759595745,-0.2851575213123847,2019-05-11
131,21017.815972222223,6240133.328385114,0.9590474159399127,-0.526601869596449,2019-05-12
132,23768.100694444445,6935133.470661537,-0.14313802522284438,-0.7576080183266409,2019-05-13
133,24214.503472222223,5897432.91984853,-0.1807055207672318,-0.861660623620768,2019-05-14
134,24302.26736111111,4570861.994471061,-0.6232991960422404,-0.8607979977414284,2019-05-15
135,23072.753472222223,2915852.5557370307,-0.18930367820638164,-0.8915871025724122,2019-05-16
136,22141.149305555555,2601506.5734489937,0.442652936190818,-0.48444806340163415,2019-05-17
137,21235.11111111111,2673368.8865660084,0.5574736011977172,-0.7624140803291,2019-05-18
138,20120.760416666668,2661687.8552918117,1.207289376320016,0.4470520794995476,2019-05-19
139,21798.53125,3971552.326546167,0.1913572404458629,-0.4073032528220466,2019-05-20
140,22502.118055555555,3372098.2647599694,0.1143679977745169,-0.41138130004570295,2019-05-21
141,22448.277777777777,3280325.678668215,0.03771062021938201,-0.3746957589146538,2019-05-22
142,23093.104166666668,3788315.793989547,-0.5756742763849998,-0.7310235844973665,2019-05-23
143,22164.399305555555,2920488.623971641,0.5112022140903021,-0.41363641384759076,2019-05-24
144,20112.368055555555,2830912.9163279133,1.1222671985045447,-0.044452945905710806,2019-05-25
145,19705.0625,1887539.8636759582,1.037545712926044,0.04247566251292767,2019-05-26
146,19405.944444444445,3738254.0038714674,1.2539997110867909,0.18114490264009042,2019-05-27
147,22132.96875,5588508.079159408,0.03747951612843556,-0.6026427154331473,2019-05-28
148,23340.072916666668,6095545.015570558,0.19545906484615483,-0.8416125611441205,2019-05-29
149,23772.878472222223,5914987.145458285,0.11481861163023521,-0.8696998932790208,2019-05-30
150,23995.864583333332,4975604.298671603,-0.018277350762514497,-0.8817559031666544,2019-05-31
151,22440.774305555555,3612624.61438976,0.684178509193667,-0.7048214919575959,2019-06-01
152,21500.590277777777,5380875.155584592,0.8852385061944096,-0.6331871294858811,2019-06-02
153,24681.246527777777,10452734.834482675,-0.08622967220518368,-1.0016074226286196,2019-06-03
154,26647.822916666668,14999307.519054879,0.0913013571559798,-1.1930086902360018,2019-06-04
155,27867.409722222223,15917860.890776228,-0.0195739518495267,-1.2946908905732544,2019-06-05
156,26070.159722222223,6445374.016211769,0.0016686137172887672,-1.0832255420574297,2019-06-06
157,24354.059027777777,4627885.212531455,0.13362519734986214,-0.7459971037172926,2019-06-07
158,23340.40625,8100409.59396777,0.7635743411420192,-1.0029851988702982,2019-06-08
159,24770.135416666668,24724919.53212108,0.5463436022388461,-1.2911004152658196,2019-06-09
160,31103.659722222223,46994826.06499226,0.061349965741012494,-1.4827289118655937,2019-06-10
161,33014.475694444445,44206156.7311145,0.030425155616873163,-1.5097335045138625,2019-06-11
162,31912.34375,25004070.560866725,0.06971317756207854,-1.3956183778885947,2019-06-12
163,27962.82986111111,9611481.186979773,0.026734098293362717,-1.1592342401246665,2019-06-13
164,25945.42013888889,6296334.460498935,0.022904910739513156,-0.9852179070265006,2019-06-14
165,23950.871527777777,4912487.589709156,0.6393164764103848,-0.9796715929942632,2019-06-15
166,22737.479166666668,6550234.766114983,0.7559911191042389,-0.9769567611622314,2019-06-16
167,26293.6875,12263583.769599304,-0.11310474738762952,-1.1743592796925795,2019-06-17
168,27656.20138888889,13576490.872193186,-0.01614588724375105,-1.203079102849928,2019-06-18
169,27880.42013888889,13952347.038896147,0.03863329450698182,-1.2659731477126202,2019-06-19
170,26472.541666666668,5781123.31533101,-0.20611051867243133,-0.9558187303353565,2019-06-20
171,25135.319444444445,5145479.507355788,-0.1089065809575935,-0.8766146348238695,2019-06-21
172,24021.166666666668,9238712.236933798,0.6418026182935496,-1.0955779360165392,2019-06-22
173,24760.256944444445,15660152.560927214,0.5259444293973032,-1.2746837707080623,2019-06-23
174,27402.163194444445,15589454.29731659,-0.015239786172376518,-1.2476293784361627,2019-06-24
175,26566.89236111111,8682085.92217141,-0.16975178856645595,-1.1639641453658605,2019-06-25
176,25552.63888888889,6305094.099109562,0.05602574854338179,-0.9160245130392037,2019-06-26
177,25441.756944444445,7321120.024341851,0.20394763056804857,-1.0668676914465025,2019-06-27
178,25664.54861111111,8565857.530729773,0.11778078229526001,-1.2098274365869988,2019-06-28
179,24271.958333333332,8626560.918118468,0.32246337418957094,-1.4604627882656163,2019-06-29
180,24158.5625,13837906.330574913,0.4732265416536222,-1.3056882234167182,2019-06-30
181,27095.618055555555,18941010.801345333,0.03020315604943619,-1.3125347897345285,2019-07-01
182,27315.416666666668,13992199.804878049,0.12947013124831702,-1.2948325424950085,2019-07-02
183,26811.222222222223,9829098.21525358,0.11250378532021438,-1.2232500375935185,2019-07-03
184,24078.6875,7291809.581445993,0.5221068140559448,-1.2902897229068153,2019-07-04
185,26121.472222222223,15794942.535811068,0.3385103088052392,-1.3346425811486917,2019-07-05
186,25263.065972222223,11103100.30573703,0.4532279858613949,-1.3189288541942625,2019-07-06
187,23577.21875,8314319.71853223,0.6932638421734972,-1.0361343562271101,2019-07-07
188,25604.92361111111,9458625.415747194,-0.08906596519552287,-1.0444390721434054,2019-07-08
189,26875.194444444445,13243353.613627564,0.14445432596461716,-1.2240277366077805,2019-07-09
190,28361.819444444445,18043371.3401084,0.12762693692280153,-1.3004634657332512,2019-07-10
191,29596.114583333332,23550575.53037892,0.13187667749267723,-1.37649988474823,2019-07-11
192,30354.086805555555,26593913.24330962,0.1364938499142712,-1.4136081532025788,2019-07-12
193,28951.618055555555,21594824.27869725,0.28668213501970974,-1.3812227827879435,2019-07-13
194,27760.027777777777,22903501.852884244,0.3223750682859937,-1.3819286995882685,2019-07-14
195,30894.222222222223,34339309.03058459,0.07221585843655585,-1.433078217362526,2019-07-15
196,30584.315972222223,23550929.513054106,0.08671673781012458,-1.3930065257135427,2019-07-16
197,29900.711805555555,21111891.93407617,0.14542163587213885,-1.3581501006595167,2019-07-17
198,29664.229166666668,19400050.846254356,0.09931371984459333,-1.3301725480201576,2019-07-18
199,28429.881944444445,13246793.198557878,0.08176684758030746,-1.2372450365806078,2019-07-19
200,26186.944444444445,11785503.920247775,0.452163001083378,-1.2687670186126663,2019-07-20
201,26744.666666666668,24688474.027874563,0.4337745884756241,-1.39134718893041,2019-07-21
202,31232.256944444445,36492023.02085753,0.07910343487541475,-1.4180071138521855,2019-07-22
203,33324.23611111111,35507649.797715835,0.03611097643489623,-1.4662936403313152,2019-07-23
204,33851.149305555555,43876696.970661536,0.00023960934003064587,-1.5387814881022956,2019-07-24
205,33447.65625,31019562.930204704,0.07112949208023092,-1.4123040991384428,2019-07-25
206,33494.4375,35028193.06228223,0.05743250458038021,-1.4433170296554185,2019-07-26
207,31803.475694444445,37694191.26073122,0.22893884654726224,-1.4583282131332627,2019-07-27
208,30670.243055555555,31509082.546989933,0.19689944648833546,-1.459807376095553,2019-07-28
209,31386.868055555555,28774750.03827913,0.11418889871448812,-1.3742406360780144,2019-07-29
210,30518.628472222223,21506334.49911682,0.11479132810945737,-1.3788324539131334,2019-07-30
211,30638.034722222223,24459374.8350271,0.18891975171447958,-1.3656649856005953,2019-07-31
212,30851.003472222223,25507671.5086987,0.17790807027173497,-1.3830108154364809,2019-08-01
213,30809.42361111111,28784096.893099107,0.20119138617169965,-1.4031320084986278,2019-08-02
214,29539.871527777777,26123467.596677795,0.26610413793694454,-1.4539365434498985,2019-08-03
215,28720.520833333332,28734666.389808364,0.33895394971157494,-1.4122832665454501,2019-08-04
216,31639.84375,37534423.7768946,0.08500492446232334,-1.4463714765473472,2019-08-05
217,32149.461805555555,34580778.89749081,0.18306641422168018,-1.3876651748802094,2019-08-06
218,30892.770833333332,21167597.842770036,0.1315193422941955,-1.3026363459072539,2019-08-07
219,29380.774305555555,17337054.454111014,0.12190916271615687,-1.3142556364079736,2019-08-08
220,28596.819444444445,16679558.39934185,0.11691612181548584,-1.2877093580729442,2019-08-09
221,26513.819444444445,11372821.639759969,0.3568487183792125,-1.3342258413504118,2019-08-10
222,25709.722222222223,17131864.319783196,0.5298855048577439,-1.2767131746032245,2019-08-11
223,29666.947916666668,31239837.819577526,0.11546489502409177,-1.349061736805608,2019-08-12
224,31273.92361111111,37240299.99414441,0.18459132852177787,-1.4092825691872772,2019-08-13
225,33009.149305555555,49187400.08564411,0.19268288237177034,-1.4353402665420518,2019-08-14
226,33506.54861111111,46710507.53769841,0.18631544825546614,-1.4312132484686706,2019-08-15
227,32158.975694444445,30181840.386166763,0.16749127987380136,-1.353388266865668,2019-08-16
228,27441.722222222223,12148941.309330236,0.4001719565451025,-1.2734781523641308,2019-08-17
229,25529.434027777777,15047400.61584156,0.6149286314696645,-1.1837238349515569,2019-08-18
230,28492.993055555555,22411454.480787847,0.13835222509782713,-1.23657416124454,2019-08-19
231,29409.45138888889,24352135.314701896,0.2051391394100213,-1.2799965096364416,2019-08-20
232,30746.697916666668,36987898.1627831,0.23300498003899384,-1.3765366961485728,2019-08-21
233,31210.034722222223,28084367.775793646,0.14778415858209673,-1.339647409575793,2019-08-22
234,30580.618055555555,24723559.909359273,0.12690022154993566,-1.2949756254534701,2019-08-23
235,29669.73263888889,27507063.464854337,0.28703352076730354,-1.4313382905512626,2019-08-24
236,29803.527777777777,36029810.99574139,0.3062060953575291,-1.472323514323303,2019-08-25
237,33287.54861111111,46094762.359998055,0.07888329827374468,-1.4047263643288324,2019-08-26
238,33433.53125,37909702.389263935,0.13941142491581382,-1.4046941700982942,2019-08-27
239,32061.559027777777,25530272.89545829,0.1330165136123139,-1.3141514563688683,2019-08-28
240,32233.395833333332,31812316.720818814,0.14853949114812703,-1.320153195471563,2019-08-29
241,32162.04513888889,31716972.997955382,0.1613782694857074,-1.3282631282560593,2019-08-30
242,30081.722222222223,31403604.291908637,0.3439316612777862,-1.4010033011451613,2019-08-31
243,29360.90625,31141547.492922474,0.28867360504276324,-1.4558670561658442,2019-09-01
244,31028.98263888889,39067367.02757211,0.20902411755528383,-1.5325625741950706,2019-09-02
245,33902.59375,44817025.7681838,0.03032251534859596,-1.3962304514784099,2019-09-03
246,34321.04513888889,40770618.62164876,0.02031502999148984,-1.4630105734748857,2019-09-04
247,33882.819444444445,31251093.800038714,-0.004056505490530716,-1.3836434089876282,2019-09-05
248,32906.62847222222,29964983.572287556,0.08648100779227638,-1.3563688443270105,2019-09-06
249,28941.600694444445,14032926.254633665,0.14848548301541437,-1.42312687999892,2019-09-07
250,25182.020833333332,11531108.431620209,0.6277169806260317,-1.126357894696185,2019-09-08
251,27763.86111111111,16214650.370886566,-0.017698012071809224,-1.1775784290902271,2019-09-09
252,27213.4375,8567216.226045296,-0.07259375436570584,-1.0149852902579704,2019-09-10
253,27635.42361111111,14863137.011566008,0.1542704329720239,-1.1616855560096317,2019-09-11
254,29932.29513888889,32323889.67914005,0.25925668916970096,-1.286302669500532,2019-09-12
255,31909.98263888889,42270960.31677071,0.2151144562560957,-1.3436067242319227,2019-09-13
256,30072.190972222223,34092983.49998791,0.31885214218921404,-1.3850665096900003,2019-09-14
257,27091.177083333332,17016358.53647648,0.31554864224386003,-1.458769818246237,2019-09-15
258,28075.930555555555,12958381.14498645,-0.26671104369455645,-1.2017075543235956,2019-09-16
259,27249.072916666668,12432148.980727352,0.10492353420893118,-1.1335867183044988,2019-09-17
260,27299.815972222223,11241491.37019696,-0.09677209364754621,-1.160335868042914,2019-09-18
261,26501.336805555555,8007453.694529131,-0.1228793797789265,-0.9652351952977991,2019-09-19
262,26509.65625,10064336.999891115,0.027935689100448236,-1.0953290495736523,2019-09-20
263,25619.833333333332,13945312.020905923,0.5220327228378445,-1.2298258477577229,2019-09-21
264,25483.67013888889,18196187.148652244,0.4784595402913231,-1.2797368380818648,2019-09-22
265,28363.961805555555,20092353.02641067,-0.11735201605192666,-1.3716979659973463,2019-09-23
266,29937.53125,32886457.810866725,0.1456809582735101,-1.4502097816458142,2019-09-24
267,30896.51388888889,31074993.804684475,0.03851290251323527,-1.4043576355375749,2019-09-25
268,29119.333333333332,11697207.142857144,-0.2831377179317614,-1.1955076477618174,2019-09-26
269,27021.45138888889,5973379.865224546,-0.6689208970359062,-1.0037832421175685,2019-09-27
270,23246.29861111111,2180690.363482385,0.597999991501099,-0.1654792772053142,2019-09-28
271,21315.572916666668,4502708.266441638,1.0824809212686448,-0.21752815362750644,2019-09-29
272,23340.055555555555,6254339.530003872,0.012127238979751858,-0.6844290607748995,2019-09-30
273,22730.527777777777,2025496.2361595044,-0.5501465019406818,-0.3246926257193796,2019-10-01
274,23662.100694444445,13972043.212821817,-2.922281133642105,18.21828394985522,2019-10-02
275,24254.815972222223,5860274.366712641,-0.02397332160130676,-0.8144510324229222,2019-10-03
276,23832.895833333332,5288718.6371951215,-0.15980606930273863,-0.8074953595987808,2019-10-04
277,22392.20138888889,5116048.3495451035,0.7925858424048537,-0.7226866068885296,2019-10-05
278,22276.708333333332,11133532.12369338,0.7593335611274511,-0.9869398245377901,2019-10-06
279,25760.979166666668,16254821.12151568,0.020495565415301314,-1.1445410791248616,2019-10-07
280,25727.340277777777,11635476.45523616,0.04144790301457689,-1.0995545347984579,2019-10-08
281,23908.121527777777,5772545.507827624,-0.10650064063964762,-0.8154304948906383,2019-10-09
282,23689.76388888889,6626311.588656601,-0.010321694172655469,-0.86060599489474,2019-10-10
283,24087.70486111111,6825580.515376984,-0.09855709583074067,-0.9208967487020758,2019-10-11
284,22232.003472222223,4551079.341451316,0.746725431895059,-0.7352342045927833,2019-10-12
285,21218.197916666668,5326973.441528746,0.9303573252407982,-0.5575493410382131,2019-10-13
286,23493.79513888889,8201949.208756774,-0.20850533309498456,-0.8754564383001853,2019-10-14
287,24446.166666666668,9182195.038327526,0.00744460244424857,-0.955710017298828,2019-10-15
288,25158.052083333332,10044032.976371953,-0.23096069076030712,-1.1244278546759046,2019-10-16
289,24284.809027777777,5905713.54876839,-0.2551393082677391,-0.8449979450218597,2019-10-17
290,23743.180555555555,5019354.657181572,-0.4092152486617854,-0.8244454030214805,2019-10-18
291,22021.45138888889,3560431.6561653116,0.5758967152187435,-0.5775858365310071,2019-10-19
292,21553.10763888889,6676211.831579074,0.8753390950375644,-0.6857554400753019,2019-10-20
293,25278.815972222223,14926802.88239208,-0.1503285090240751,-1.105334200125514,2019-10-21
294,26485.072916666668,16431272.08874129,0.01624335528961854,-1.2223290397004087,2019-10-22
295,26412.274305555555,13636091.105678957,-0.03832724318571011,-1.1876543772104764,2019-10-23
296,26963.14236111111,16747089.571997194,0.04533161616425313,-1.209387020944938,2019-10-24
297,26680.4375,14609869.780052265,0.032970457719474947,-1.148405063182447,2019-10-25
298,23091.840277777777,6239728.95697832,0.5384290835090999,-0.9426394402843492,2019-10-26
299,19801.239583333332,3736922.816964286,1.0011816131045304,-0.40800000466142894,2019-10-27
300,22332.684027777777,7951466.0844826745,-0.08059386222963054,-0.816841065741436,2019-10-28
301,22814.284722222223,5953043.235723965,-0.1267207139887443,-0.7841312821871131,2019-10-29
302,23027.71875,5230426.579159408,0.14373900400702969,-0.8310667943730761,2019-10-30
303,23308.961805555555,4535097.848710318,-0.2894415643542466,-1.0556334065862902,2019-10-31
304,23546.5625,4864767.947299652,-0.2509557297323949,-0.9700471926365952,2019-11-01
305,21730.100694444445,2939068.92710753,0.6675487890568642,-0.5063407659608021,2019-11-02
306,20914.28125,5684461.6802047035,0.8956086123425722,-0.5984855814255754,2019-11-03
307,23574.75,9184461.581881532,-0.10126081685765784,-0.9209776012869244,2019-11-04
308,24014.440972222223,7794383.222984417,-0.025619954234175447,-0.9605104362811061,2019-11-05
309,24099.57986111111,7058302.2793142665,-0.06089288917472005,-0.8951864854519203,2019-11-06
310,24257.5,7434547.93728223,-0.04541986271564751,-0.9235853441721646,2019-11-07
311,24325.60763888889,7489494.559802072,-0.11283838588925324,-0.950998745838382,2019-11-08
312,22526.961805555555,4863502.643135405,0.6132428978338517,-0.8556450276992735,2019-11-09
313,21179.496527777777,5441141.073158633,0.8623115132534934,-0.714717298284195,2019-11-10
314,23133.57638888889,8034209.764179249,0.1315411146694937,-0.9419717134612751,2019-11-11
315,23593.96875,7060498.107033972,-0.011868012272393865,-0.9413790115986709,2019-11-12
316,23425.10763888889,6549974.465725416,-0.0697760129097573,-0.8860464653659084,2019-11-13
