Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,21463,21506,21363
00:05,20789,21276,21378
00:10,20789,21276,21356
00:15,20789,21276,21305
00:20,20789,21092,21228
00:25,20789,21092,21127
00:30,20789,21092,21042
00:35,20789,20844,20995
00:40,20789,20844,20948
00:45,20789,20844,20884
00:50,20789,20674,20810
00:55,20789,20674,20770
01:00,20789,20674,20710
01:05,20115,20514,20648
01:10,20115,20514,20564
01:15,20115,20514,20523
01:20,20115,20380,20509
01:25,20115,20380,20468
01:30,20115,20380,20423
01:35,20115,20290,20405
01:40,20115,20290,20365
01:45,20115,20290,20333
01:50,20115,20217,20276
01:55,20115,20217,20285
02:00,20115,20217,20241
02:05,19769,20173,20197
02:10,19769,20173,20188
02:15,19769,20173,20143
02:20,19769,20064,20110
02:25,19769,20064,20111
02:30,19769,20064,20078
02:35,19769,20009,20036
02:40,19769,20009,20033
02:45,19769,20009,20012
02:50,19769,20039,20005
02:55,19769,20039,20000
03:00,19769,20039,19971
03:05,19711,20051,20002
03:10,19711,20051,20062
03:15,19711,20051,20051
03:20,19711,20132,20042
03:25,19711,20132,20071
03:30,19711,20132,20061
03:35,19711,20194,20079
03:40,19711,20194,20107
03:45,19711,20194,20142
03:50,19711,20383,20162
03:55,19711,20383,20178
04:00,19711,20383,20209
04:05,20283,20578,20324
04:10,20283,20578,20466
04:15,20283,20578,20492
04:20,20283,20826,20534
04:25,20283,20826,20561
04:30,20283,20826,20638
04:35,20283,20990,20709
04:40,20283,20990,20786
04:45,20283,20990,20855
04:50,20283,21440,20931
04:55,20283,21440,21067
05:00,20283,21440,21169
05:05,21706,21897,21403
05:10,21706,21897,21605
05:15,21706,21897,21760
05:20,21706,22219,21890
05:25,21706,22219,21971
05:30,21706,22219,22080
05:35,21706,22631,22240
05:40,21706,22631,22382
05:45,21706,22631,22532
05:50,21706,23346,22649
05:55,21706,23346,22810
06:00,21706,23346,22973
06:05,23846,23940,23343
06:10,23846,23940,23627
06:15,23846,23940,23812
06:20,23846,24355,23993
06:25,23846,24355,24086
06:30,23846,24355,24176
06:35,23846,24526,24264
06:40,23846,24526,24357
06:45,23846,24526,24462
06:50,23846,24744,24506
06:55,23846,24744,24596
07:00,23846,24744,24670
07:05,24761,24966,24843
07:10,24761,24966,24985
07:15,24761,24966,24985
07:20,24761,24987,24943
07:25,24761,24987,24942
07:30,24761,24987,24922
07:35,24761,24708,24902
07:40,24761,24708,24866
07:45,24761,24708,24761
07:50,24761,24561,24742
07:55,24761,24561,24664
08:00,24761,24561,24584
08:05,23917,24301,24565
08:10,23917,24301,24540
08:15,23917,24301,24453
08:20,23917,23979,24332
08:25,23917,23979,24180
08:30,23917,23979,24029
08:35,23917,23555,23896
08:40,23917,23555,23702
08:45,23917,23555,23591
08:50,23917,23157,23443
08:55,23917,23157,23376
09:00,23917,23157,23196
09:05,22628,22828,23092
09:10,22628,22828,22973
09:15,22628,22828,22824
09:20,22628,22559,22722
09:25,22628,22559,22562
09:30,22628,22559,22289
09:35,22628,22129,22213
09:40,22628,22129,22133
09:45,22628,22129,22005
09:50,22628,21720,21899
09:55,22628,21720,21831
10:00,22628,21720,21725
10:05,21376,21343,21628
10:10,21376,21343,21624
10:15,21376,21343,21538
10:20,21376,21112,21407
10:25,21376,21112,21370
10:30,21376,21112,21239
10:35,21376,20874,21148
10:40,21376,20874,21114
10:45,21376,20874,21080
10:50,21376,20764,21000
10:55,21376,20764,20805
11:00,21376,20764,20695
11:05,20618,20575,20676
11:10,20618,20575,20676
11:15,20618,20575,20637
11:20,20618,20393,20553
11:25,20618,20393,20481
11:30,20618,20393,20330
11:35,20618,20279,20312
11:40,20618,20279,20243
11:45,20618,20279,20206
11:50,20618,20207,20199
11:55,20618,20207,20118
12:00,20618,20207,20096
12:05,20266,20182,20074
12:10,20266,20182,20078
12:15,20266,20182,20087
12:20,20266,20053,19968
12:25,20266,20053,19921
12:30,20266,20053,19880
12:35,20266,19892,19875
12:40,20266,19892,19860
12:45,20266,19892,19850
12:50,20266,19923,19772
12:55,20266,19923,19747
13:00,20266,19923,19726
13:05,20119,19823,19596
13:10,20119,19823,19459
13:15,20119,19823,19478
13:20,20119,19661,19601
13:25,20119,19661,19610
13:30,20119,19661,19610
13:35,20119,19688,19674
13:40,20119,19688,19687
13:45,20119,19688,19722
13:50,20119,19825,19743
13:55,20119,19825,19797
14:00,20119,19825,19777
14:05,20583,19976,19798
14:10,20583,19976,19830
14:15,20583,19976,19915
14:20,20583,20217,19977
14:25,20583,20217,20071
14:30,20583,20217,20092
14:35,20583,20372,20044
14:40,20583,20372,20077
14:45,20583,20372,20187
14:50,20583,20413,20259
14:55,20583,20413,20377
15:00,20583,20413,20461
15:05,21687,20695,20450
15:10,21687,20695,20472
15:15,21687,20695,20538
15:20,21687,20973,20676
15:25,21687,20973,20769
15:30,21687,20973,20907
15:35,21687,21291,20974
15:40,21687,21291,21091
15:45,21687,21291,21258
15:50,21687,21577,21346
15:55,21687,21577,21495
16:00,21687,21577,21562
16:05,23060,22021,21686
16:10,23060,22021,21880
16:15,23060,22021,22062
16:20,23060,22608,22253
16:25,23060,22608,22488
16:30,23060,22608,22635
16:35,23060,23184,22880
16:40,23060,23184,23110
16:45,23060,23184,23313
16:50,23060,23830,23538
16:55,23060,23830,23746
17:00,23060,23830,23976
17:05,25377,24578,24083
17:10,25377,24578,24227
17:15,25377,24578,24542
17:20,25377,25290,24797
17:25,25377,25290,25027
17:30,25377,25290,25248
17:35,25377,26312,25489
17:40,25377,26312,25699
