Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,21800,21086,21019
00:05,20911,20847,20981
00:10,20911,20847,20899
00:15,20911,20847,20825
00:20,20911,20604,20733
00:25,20911,20604,20657
00:30,20911,20604,20601
00:35,20911,20386,20531
00:40,20911,20386,20451
00:45,20911,20386,20397
00:50,20911,20144,20325
00:55,20911,20144,20255
01:00,20911,20144,20179
01:05,20102,19962,20145
01:10,20102,19962,20093
01:15,20102,19962,20053
01:20,20102,19812,19994
01:25,20102,19812,19963
01:30,20102,19812,19857
01:35,20102,19678,19857
01:40,20102,19678,19772
01:45,20102,19678,19750
01:50,20102,19551,19751
01:55,20102,19551,19662
02:00,20102,19551,19609
02:05,19602,19456,19608
02:10,19602,19456,19567
02:15,19602,19456,19518
02:20,19602,19342,19457
02:25,19602,19342,19410
02:30,19602,19342,19412
02:35,19602,19234,19386
02:40,19602,19234,19303
02:45,19602,19234,19261
02:50,19602,19184,19205
02:55,19602,19184,19156
03:00,19602,19184,19127
03:05,19331,19054,19159
03:10,19331,19054,19166
03:15,19331,19054,19141
03:20,19331,19032,19071
03:25,19331,19032,19034
03:30,19331,19032,18988
03:35,19331,18947,19017
03:40,19331,18947,19049
03:45,19331,18947,19030
03:50,19331,18948,19020
03:55,19331,18948,19008
04:00,19331,18948,19032
04:05,19248,19013,19068
04:10,19248,19013,19173
04:15,19248,19013,19160
04:20,19248,19062,19115
04:25,19248,19062,19173
04:30,19248,19062,19103
04:35,19248,19118,19110
04:40,19248,19118,19149
04:45,19248,19118,19115
04:50,19248,19178,19108
04:55,19248,19178,19139
05:00,19248,19178,19156
05:05,19341,19295,19240
05:10,19341,19295,19251
05:15,19341,19295,19264
05:20,19341,19373,19306
05:25,19341,19373,19317
05:30,19341,19373,19379
05:35,19341,19399,19360
05:40,19341,19399,19339
05:45,19341,19399,19371
05:50,19341,19498,19398
05:55,19341,19498,19439
06:00,19341,19498,19483
06:05,19391,19428,19630
06:10,19391,19428,19745
06:15,19391,19428,19709
06:20,19391,19452,19736
06:25,19391,19452,19709
06:30,19391,19452,19631
06:35,19391,19534,19628
06:40,19391,19534,19565
06:45,19391,19534,19544
06:50,19391,19658,19499
06:55,19391,19658,19487
07:00,19391,19658,19517
07:05,19505,19660,19615
07:10,19505,19660,19662
07:15,19505,19660,19694
07:20,19505,19719,19777
07:25,19505,19719,19748
07:30,19505,19719,19725
07:35,19505,19820,19692
07:40,19505,19820,19692
07:45,19505,19820,19661
07:50,19505,19854,19644
07:55,19505,19854,19734
08:00,19505,19854,19645
08:05,19813,19872,19690
08:10,19813,19872,19900
08:15,19813,19872,19974
08:20,19813,19839,20008
08:25,19813,19839,19996
08:30,19813,19839,19931
08:35,19813,19859,19914
08:40,19813,19859,20053
08:45,19813,19859,19861
08:50,19813,19900,19861
08:55,19813,19900,19903
09:00,19813,19900,19745
09:05,19733,19935,19738
09:10,19733,19935,19774
09:15,19733,19935,19930
09:20,19733,19809,19817
09:25,19733,19809,19729
09:30,19733,19809,19636
09:35,19733,19714,19578
09:40,19733,19714,19578
09:45,19733,19714,19459
09:50,19733,19476,19356
09:55,19733,19476,19363
10:00,19733,19476,19470
10:05,19674,19333,19327
10:10,19674,19333,19234
10:15,19674,19333,19148
10:20,19674,19154,19116
10:25,19674,19154,19056
10:30,19674,19154,18974
10:35,19674,18923,18973
10:40,19674,18923,18950
10:45,19674,18923,19002
10:50,19674,18877,19037
10:55,19674,18877,18979
11:00,19674,18877,18916
11:05,19494,18961,18815
11:10,19494,18961,18771
11:15,19494,18961,18687
11:20,19494,18771,18756
11:25,19494,18771,18666
11:30,19494,18771,18636
11:35,19494,18677,18609
11:40,19494,18677,18612
11:45,19494,18677,18596
11:50,19494,18607,18607
11:55,19494,18607,18611
12:00,19494,18607,18598
12:05,19372,18587,18547
12:10,19372,18587,18557
12:15,19372,18587,18539
12:20,19372,18533,18556
12:25,19372,18533,18616
12:30,19372,18533,18574
12:35,19372,18587,18428
12:40,19372,18587,18426
12:45,19372,18587,18390
12:50,19372,18394,18400
12:55,19372,18394,18425
13:00,19372,18394,18340
13:05,19293,18393,18359
13:10,19293,18393,18384
13:15,19293,18393,18394
13:20,19293,18418,18343
13:25,19293,18418,18414
13:30,19293,18418,18365
13:35,19293,18472,18317
13:40,19293,18472,18354
13:45,19293,18472,18473
13:50,19293,18474,18416
13:55,19293,18474,18369
14:00,19293,18474,18458
14:05,19382,18581,18619
14:10,19382,18581,18485
14:15,19382,18581,18477
14:20,19382,18661,18505
14:25,19382,18661,18605
14:30,19382,18661,18686
14:35,19382,18828,18746
14:40,19382,18828,18841
14:45,19382,18828,18989
14:50,19382,19100,18995
14:55,19382,19100,19037
15:00,19382,19100,19157
15:05,19723,19302,19066
15:10,19723,19302,18941
15:15,19723,19302,18973
15:20,19723,19414,19124
15:25,19723,19414,19266
15:30,19723,19414,19473
15:35,19723,19691,19585
15:40,19723,19691,19546
15:45,19723,19691,19574
15:50,19723,19927,19686
15:55,19723,19927,19714
16:00,19723,19927,19664
16:05,20573,20095,19586
16:10,20573,20095,19695
16:15,20573,20095,19711
16:20,20573,20116,19728
16:25,20573,20116,19832
16:30,20573,20116,19960
16:35,20573,20355,20078
16:40,20573,20355,20237
16:45,20573,20355,20401
16:50,20573,20674,20511
16:55,20573,20674,20662
17:00,20573,20674,20786
17:05,21785,21161,20888
17:10,21785,21161,21023
17:15,21785,21161,21083
17:20,21785,21531,21082
17:25,21785,21531,21233
17:30,21785,21531,21329
17:35,21785,21809,21383
17:40,21785,21809,21476
17:45,21785,21809,21559
17:50,21785,21988,21628
17:55,21785,21988,21781
18:00,21785,21988,21894
18:05,22765,22210,21863
18:10,22765,22210,21974
