Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,21358,20435,20303
00:05,20053,20193,20252
00:10,20053,20193,20177
00:15,20053,20193,20097
00:20,20053,20042,20000
00:25,20053,20042,19937
00:30,20053,20042,19877
00:35,20053,19789,19811
00:40,20053,19789,19716
00:45,20053,19789,19654
00:50,20053,19527,19552
00:55,20053,19527,19522
01:00,20053,19527,19477
01:05,19250,19354,19384
01:10,19250,19354,19158
01:15,19250,19354,19139
01:20,19250,19122,19229
01:25,19250,19122,19149
01:30,19250,19122,19112
01:35,19250,19058,19065
01:40,19250,19058,19033
01:45,19250,19058,18955
01:50,19250,18901,18930
01:55,19250,18901,18890
02:00,19250,18901,18863
02:05,18750,18834,18836
02:10,18750,18834,18816
02:15,18750,18834,18637
02:20,18750,18714,18659
02:25,18750,18714,18740
02:30,18750,18714,18712
02:35,18750,18611,18649
02:40,18750,18611,18614
02:45,18750,18611,18592
02:50,18750,18609,18581
02:55,18750,18609,18545
03:00,18750,18609,18560
03:05,18485,18579,18558
03:10,18485,18579,18547
03:15,18485,18579,18559
03:20,18485,18559,18561
03:25,18485,18559,18529
03:30,18485,18559,18552
03:35,18485,18561,18530
03:40,18485,18561,18542
03:45,18485,18561,18534
03:50,18485,18583,18540
03:55,18485,18583,18550
04:00,18485,18583,18592
04:05,18876,18762,18637
04:10,18876,18762,18732
04:15,18876,18762,18777
04:20,18876,18820,18813
04:25,18876,18820,18800
04:30,18876,18820,18843
04:35,18876,18957,18891
04:40,18876,18957,18958
04:45,18876,18957,18991
04:50,18876,19126,19036
04:55,18876,19126,19108
05:00,18876,19126,19166
05:05,19973,19560,19357
05:10,19973,19560,19533
05:15,19973,19560,19663
05:20,19973,19786,19727
05:25,19973,19786,19821
05:30,19973,19786,19828
05:35,19973,20117,19967
05:40,19973,20117,20061
05:45,19973,20117,20117
05:50,19973,20479,20224
05:55,19973,20479,20296
06:00,19973,20479,20402
06:05,21583,21081,20655
06:10,21583,21081,20901
06:15,21583,21081,21043
06:20,21583,21191,21141
06:25,21583,21191,21229
06:30,21583,21191,21267
06:35,21583,21416,21358
06:40,21583,21416,21408
06:45,21583,21416,21446
06:50,21583,21636,21479
06:55,21583,21636,21503
07:00,21583,21636,21565
07:05,22497,21833,21727
07:10,22497,21833,21822
07:15,22497,21833,21919
07:20,22497,21988,21967
07:25,22497,21988,22022
07:30,22497,21988,22063
07:35,22497,22107,22156
07:40,22497,22107,22194
07:45,22497,22107,22281
07:50,22497,22145,22352
07:55,22497,22145,22398
08:00,22497,22145,22497
08:05,22698,22579,22560
08:10,22698,22579,22670
08:15,22698,22579,22713
08:20,22698,22709,22749
08:25,22698,22709,22764
08:30,22698,22709,22730
08:35,22698,22761,22527
08:40,22698,22761,22574
08:45,22698,22761,22741
08:50,22698,22623,22770
08:55,22698,22623,22782
09:00,22698,22623,22805
09:05,22470,22594,22850
09:10,22470,22594,22909
09:15,22470,22594,22983
09:20,22470,22758,22971
09:25,22470,22758,22787
09:30,22470,22758,22839
09:35,22470,22820,23035
09:40,22470,22820,23003
09:45,22470,22820,23011
09:50,22470,22658,23056
09:55,22470,22658,22988
10:00,22470,22658,22917
10:05,22098,22900,23061
10:10,22098,22900,23069
10:15,22098,22900,23032
10:20,22098,22919,23004
10:25,22098,22919,22950
