Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,28884,27774,27397
00:05,25907,27230,27247
00:10,25907,27230,27064
00:15,25907,27230,26899
00:20,25907,26764,26745
00:25,25907,26764,26599
00:30,25907,26764,26454
00:35,25907,26268,26316
00:40,25907,26268,26191
00:45,25907,26268,26055
00:50,25907,25747,25890
00:55,25907,25747,25793
01:00,25907,25747,25673
01:05,24405,25382,25536
01:10,24405,25382,25407
01:15,24405,25382,25269
01:20,24405,25029,25133
01:25,24405,25029,25030
01:30,24405,25029,24937
01:35,24405,24672,24794
01:40,24405,24672,24680
01:45,24405,24672,24568
01:50,24405,24312,24479
01:55,24405,24312,24372
02:00,24405,24312,24246
02:05,23365,24005,24158
02:10,23365,24005,24057
02:15,23365,24005,24010
02:20,23365,23747,23901
02:25,23365,23747,23831
02:30,23365,23747,23740
02:35,23365,23505,23668
02:40,23365,23505,23581
02:45,23365,23505,23485
02:50,23365,23289,23428
02:55,23365,23289,23347
03:00,23365,23289,23289
03:05,22725,23146,23240
03:10,22725,23146,23201
03:15,22725,23146,23155
03:20,22725,22994,23119
03:25,22725,22994,23082
03:30,22725,22994,23057
03:35,22725,22860,23028
03:40,22725,22860,22982
03:45,22725,22860,22930
03:50,22725,22803,22907
03:55,22725,22803,22887
04:00,22725,22803,22855
04:05,22768,22882,22525
04:10,22768,22882,22652
04:15,22768,22882,22747
04:20,22768,22939,22764
04:25,22768,22939,22782
04:30,22768,22939,22790
04:35,22768,22897,22817
04:40,22768,22897,22868
04:45,22768,22897,22873
04:50,22768,23025,22902
04:55,22768,23025,22918
05:00,22768,23025,22992
05:05,23453,23316,23172
05:10,23453,23316,23339
05:15,23453,23316,23416
05:20,23453,23510,23501
05:25,23453,23510,23538
05:30,23453,23510,23562
05:35,23453,23672,23625
05:40,23453,23672,23648
05:45,23453,23672,23590
05:50,23453,23759,23590
05:55,23453,23759,23581
06:00,23453,23759,23594
06:05,24440,24092,23836
06:10,24440,24092,24049
06:15,24440,24092,24117
06:20,24440,24318,24168
06:25,24440,24318,24197
