Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,22198,21506,21389
00:05,20644,21304,21313
00:10,20644,21304,21239
00:15,20644,21304,21172
00:20,20644,21039,21087
00:25,20644,21039,21014
00:30,20644,21039,20941
00:35,20644,20820,20868
00:40,20644,20820,20780
00:45,20644,20820,20686
00:50,20644,20614,20586
00:55,20644,20614,20592
01:00,20644,20614,20507
01:05,19854,20416,20486
01:10,19854,20416,20385
01:15,19854,20416,20337
01:20,19854,20243,20319
01:25,19854,20243,20210
01:30,19854,20243,20121
01:35,19854,20117,20075
01:40,19854,20117,20018
01:45,19854,20117,19952
01:50,19854,19955,19937
01:55,19854,19955,19842
02:00,19854,19955,19773
02:05,19434,19782,19757
02:10,19434,19782,19729
02:15,19434,19782,19680
02:20,19434,19699,19668
02:25,19434,19699,19614
02:30,19434,19699,19593
02:35,19434,19598,19585
02:40,19434,19598,19571
02:45,19434,19598,19559
02:50,19434,19522,19587
02:55,19434,19522,19553
03:00,19434,19522,19488
03:05,19370,19601,19498
03:10,19370,19601,19554
03:15,19370,19601,19541
03:20,19370,19598,19540
03:25,19370,19598,19539
03:30,19370,19598,19518
03:35,19370,19591,19536
03:40,19370,19591,19605
03:45,19370,19591,19533
03:50,19370,19658,19571
03:55,19370,19658,19582
04:00,19370,19658,19698
04:05,19978,19862,19715
04:10,19978,19862,19786
04:15,19978,19862,19870
04:20,19978,20032,19986
04:25,19978,20032,19885
04:30,19978,20032,20009
04:35,19978,20182,20065
04:40,19978,20182,20128
04:45,19978,20182,20190
04:50,19978,20445,20234
04:55,19978,20445,20340
05:00,19978,20445,20453
05:05,21526,20860,20697
05:10,21526,20860,20983
05:15,21526,20860,21126
05:20,21526,21291,21236
05:25,21526,21291,21346
05:30,21526,21291,21469
05:35,21526,21821,21620
05:40,21526,21821,21803
05:45,21526,21821,21909
05:50,21526,22303,22073
05:55,21526,22303,22254
06:00,21526,22303,22429
06:05,23973,23202,22768
06:10,23973,23202,23092
06:15,23973,23202,23381
06:20,23973,23848,23773
06:25,23973,23848,23975
06:30,23973,23848,24140
06:35,23973,24164,24302
06:40,23973,24164,24387
06:45,23973,24164,24411
06:50,23973,24766,24452
06:55,23973,24766,24375
07:00,23973,24766,24407
07:05,25376,24703,24489
07:10,25376,24703,24508
