Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,23436,22445,22404
00:05,21939,22256,22378
00:10,21939,22256,22379
00:15,21939,22256,22356
00:20,21939,22020,22281
00:25,21939,22020,22204
00:30,21939,22020,22133
00:35,21939,21820,22075
00:40,21939,21820,22015
00:45,21939,21820,21963
00:50,21939,21726,21887
00:55,21939,21726,21816
01:00,21939,21726,21745
01:05,21189,21607,21714
01:10,21189,21607,21647
01:15,21189,21607,21604
01:20,21189,21480,21513
01:25,21189,21480,21480
01:30,21189,21480,21420
01:35,21189,21284,21386
01:40,21189,21284,21375
01:45,21189,21284,21308
01:50,21189,21202,21270
01:55,21189,21202,21235
02:00,21189,21202,21218
02:05,20828,21166,21189
02:10,20828,21166,21207
02:15,20828,21166,21191
02:20,20828,21144,21183
02:25,20828,21144,21156
02:30,20828,21144,21149
02:35,20828,21078,21132
02:40,20828,21078,21096
02:45,20828,21078,21091
02:50,20828,21097,21063
02:55,20828,21097,21082
03:00,20828,21097,21068
03:05,20810,21154,21082
03:10,20810,21154,21112
03:15,20810,21154,21113
03:20,20810,21196,21129
03:25,20810,21196,21114
03:30,20810,21196,21122
03:35,20810,21226,21131
03:40,20810,21226,21159
03:45,20810,21226,21165
03:50,20810,21411,21199
03:55,20810,21411,21213
04:00,20810,21411,21252
04:05,21419,21622,21377
04:10,21419,21622,21505
04:15,21419,21622,21598
04:20,21419,21854,21658
04:25,21419,21854,21700
04:30,21419,21854,21749
04:35,21419,22101,21853
04:40,21419,22101,21924
04:45,21419,22101,21974
04:50,21419,22523,22076
04:55,21419,22523,22130
05:00,21419,22523,22247
05:05,22923,22955,22563
05:10,22923,22955,22772
05:15,22923,22955,22939
05:20,22923,23464,23055
05:25,22923,23464,23187
05:30,22923,23464,23239
05:35,22923,23821,23389
05:40,22923,23821,23553
05:45,22923,23821,23692
05:50,22923,24531,23813
05:55,22923,24531,23955
06:00,22923,24531,24159
06:05,25263,25204,24535
06:10,25263,25204,24916
06:15,25263,25204,25129
06:20,25263,25759,25333
06:25,25263,25759,25509
06:30,25263,25759,25638
06:35,25263,26182,25845
06:40,25263,26182,26040
06:45,25263,26182,26137
06:50,25263,26587,26240
06:55,25263,26587,26381
07:00,25263,26587,26470
07:05,26417,26827,26637
07:10,26417,26827,26801
07:15,26417,26827,26905
07:20,26417,26898,26958
07:25,26417,26898,26983
07:30,26417,26898,26970
07:35,26417,26878,27005
07:40,26417,26878,26982
07:45,26417,26878,26949
07:50,26417,26875,26963
07:55,26417,26875,26909
08:00,26417,26875,26886
08:05,26203,26772,26913
08:10,26203,26772,26893
08:15,26203,26772,26829
08:20,26203,26511,26709
08:25,26203,26511,26627
08:30,26203,26511,26594
08:35,26203,26112,26486
08:40,26203,26112,26375
08:45,26203,26112,26283
08:50,26203,25839,26142
08:55,26203,25839,25985
09:00,26203,25839,25775
09:05,24867,25404,25647
09:10,24867,25404,25521
09:15,24867,25404,25446
09:20,24867,24959,25330
09:25,24867,24959,25176
09:30,24867,24959,25043
09:35,24867,24763,24830
09:40,24867,24763,24724
09:45,24867,24763,24659
09:50,24867,24136,24482
09:55,24867,24136,24358
10:00,24867,24136,24237
10:05,23782,23898,24139
10:10,23782,23898,24118
10:15,23782,23898,24028
10:20,23782,23659,23912
10:25,23782,23659,23975
10:30,23782,23659,23943
10:35,23782,23566,23957
10:40,23782,23566,23918
10:45,23782,23566,23862
10:50,23782,23524,23844
10:55,23782,23524,23826
11:00,23782,23524,23790
11:05,23123,23341,23761
11:10,23123,23341,23744
11:15,23123,23341,23765
11:20,23123,23583,23497
11:25,23123,23583,23556
11:30,23123,23583,23514
11:35,23123,23442,23538
11:40,23123,23442,23305
11:45,23123,23442,23299
11:50,23123,23272,23297
11:55,23123,23272,23274
12:00,23123,23272,23246
12:05,22891,23198,23257
12:10,22891,23198,23219
12:15,22891,23198,23220
12:20,22891,23173,23249
12:25,22891,23173,23213
12:30,22891,23173,23135
12:35,22891,23181,23145
12:40,22891,23181,23133
12:45,22891,23181,23145
12:50,22891,23134,23163
12:55,22891,23134,23198
13:00,22891,23134,23212
13:05,23009,23223,23224
13:10,23009,23223,23250
13:15,23009,23223,23228
13:20,23009,23261,23240
13:25,23009,23261,23244
13:30,23009,23261,23262
13:35,23009,23359,23253
13:40,23009,23359,23209
13:45,23009,23359,23207
13:50,23009,23340,23256
13:55,23009,23340,23355
14:00,23009,23340,23440
14:05,23456,23489,23444
14:10,23456,23489,23461
14:15,23456,23489,23455
14:20,23456,23764,23422
14:25,23456,23764,23524
14:30,23456,23764,23524
14:35,23456,23797,23642
14:40,23456,23797,23703
14:45,23456,23797,23871
14:50,23456,24108,23952
14:55,23456,24108,24014
15:00,23456,24108,24130
15:05,24209,24414,24046
15:10,24209,24414,24061
15:15,24209,24414,24062
15:20,24209,24644,24213
15:25,24209,24644,24271
15:30,24209,24644,24369
15:35,24209,24824,24446
15:40,24209,24824,24577
15:45,24209,24824,24757
15:50,24209,25127,24892
15:55,24209,25127,24951
16:00,24209,25127,24968
16:05,25791,25566,24931
16:10,25791,25566,25131
16:15,25791,25566,25285
16:20,25791,25998,25387
16:25,25791,25998,25495
16:30,25791,25998,25662
16:35,25791,26442,25866
16:40,25791,26442,25964
16:45,25791,26442,26163
16:50,25791,27150,26423
16:55,25791,27150,26644
17:00,25791,27150,26934
17:05,28211,28032,27110
17:10,28211,28032,27346
17:15,28211,28032,27655
17:20,28211,28781,27918
17:25,28211,28781,28110
17:30,28211,28781,28344
17:35,28211,29045,28546
17:40,28211,29045,28724
17:45,28211,29045,28862
17:50,28211,29236,29030
17:55,28211,29236,29122
18:00,28211,29236,29160
18:05,29335,29372,29167
18:10,29335,29372,29192
18:15,29335,29372,29194
18:20,29335,29312,29214
18:25,29335,29312,29190
18:30,29335,29312,29210
18:35,29335,29177,29172
18:40,29335,29177,29115
18:45,29335,29177,29062
18:50,29335,28983,29089
18:55,29335,28983,29050
19:00,29335,28983,28995
19:05,28917,28731,28888
19:10,28917,28731,28820
19:15,28917,28731,28789
19:20,28917,28575,28751
19:25,28917,28575,28688
19:30,28917,28575,28632
19:35,28917,28439,28544
19:40,28917,28439,28477
19:45,28917,28439,28406
19:50,28917,28172,28353
19:55,28917,28172,28260
20:00,28917,28172,28133
20:05,27986,27850,28036
20:10,27986,27850,27984
20:15,27986,27850,27892
20:20,27986,27590,27795
20:25,27986,27590,27702
20:30,27986,27590,27651
20:35,27986,27288,27549
20:40,27986,27288,27459
20:45,27986,27288,27356
20:50,27986,26958,27268
20:55,27986,26958,27112
21:00,27986,26958,26968
21:05,26715,26662,26887
21:10,26715,26662,26791
21:15,26715,26662,26659
21:20,26715,26266,26513
21:25,26715,26266,26384
21:30,26715,26266,26281
21:35,26715,25806,26135
21:40,26715,25806,26021
21:45,26715,25806,25916
21:50,26715,25347,25786
21:55,26715,25347,25671
22:00,26715,25347,25487
22:05,24901,24889,25276
22:10,24901,24889,25077
22:15,24901,24889,24853
22:20,24901,24427,24706
22:25,24901,24427,24565
22:30,24901,24427,24436
22:35,24901,23903,24257
22:40,24901,23903,24111
22:45,24901,23903,23958
22:50,24901,23446,23864
22:55,24901,23446,23669
23:00,24901,23446,23524
23:05,23250,23059,23378
23:10,23250,23059,23260
23:15,23250,23059,23154
23:20,23250,22799,23011
23:25,23250,22799,22882
23:30,23250,22799,22706
23:35,23250,22387,22630
23:40,23250,22387,22529
23:45,23250,22387,22407
23:50,23250,22114,22259
23:55,23250,22114,22156
00:00,23250,22114,
