Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
00:00,13,4302,911,363,229,497,14,2274,5004,4283,36,7306,0
00:05,14,4295,908,364,228,493,14,2273,5007,4307,23,7225,0
00:10,14,4309,910,363,229,491,14,2273,5002,4284,13,7095,0
00:15,14,4308,910,361,230,492,13,2274,5062,4192,-40,7087,0
00:20,14,4311,910,363,230,490,13,2274,5074,4152,-70,7104,0
00:25,14,4320,911,363,229,490,13,2274,5076,4124,-52,6936,0
00:30,14,4267,911,364,229,490,13,2274,4953,4144,-4,6863,0
00:35,14,4254,910,362,229,490,13,2274,4706,4152,3,6907,0
00:40,14,4235,910,355,231,491,14,2273,4537,4152,9,6975,0
00:45,14,4205,911,350,232,490,13,2274,4417,4142,2,7025,0
00:50,14,4216,911,352,233,490,13,2274,4338,4129,7,7033,0
00:55,13,4244,911,354,233,490,13,2274,4289,4077,-21,6953,0
01:00,13,4252,911,352,232,490,13,2274,4303,4014,-47,6954,0
01:05,14,4252,911,350,233,491,14,2274,4277,3963,-23,6918,0
01:10,14,4256,912,348,233,490,14,2274,4296,3963,-15,6813,0
01:15,14,4277,910,351,233,491,14,2274,4284,3939,-38,6748,0
01:20,14,4259,910,351,233,491,14,2274,4264,3931,-37,6700,0
01:25,14,4234,910,348,233,491,14,2274,4219,3941,-57,6684,0
01:30,14,4202,910,349,233,492,14,2275,4102,3959,-12,6673,0
01:35,14,4188,911,351,233,492,14,2274,4008,3978,-8,6670,0
01:40,15,4181,911,353,233,491,14,2275,4010,3974,-38,6650,0
01:45,14,4185,911,352,233,491,14,2274,3955,3966,-20,6687,0
01:50,14,4177,909,351,234,491,14,2275,3870,3950,-35,6685,0
01:55,14,4159,911,353,233,491,14,2275,3827,3937,-46,6687,0
02:00,14,4160,910,355,233,491,14,2274,3843,3914,-23,6594,0
02:05,14,4138,911,353,234,490,14,2275,3840,3859,-26,6606,0
02:10,15,4087,911,357,234,492,15,2274,3840,3842,9,6608,0
02:15,15,4054,911,360,234,491,15,2274,3735,3839,10,6694,0
02:20,14,4035,912,360,234,491,15,2275,3639,3829,7,6751,0
02:25,13,3969,912,359,234,491,15,2275,3626,3836,9,6794,0
02:30,13,3933,911,361,234,491,15,2275,3578,3865,9,6802,0
02:35,13,3880,913,363,234,492,15,2274,3526,3896,10,6806,0
