Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-41,3654,903,277,210,162,20,2261,11953,1234,-136,6731,0
00:05,-41,3667,903,276,210,145,19,2260,11605,954,-119,7220,0
00:10,-41,3630,903,277,210,141,18,2260,11500,833,-121,7498,0
00:15,-41,3609,904,276,211,141,19,2260,11379,834,-127,7526,0
00:20,-41,3623,903,274,212,141,18,2260,11268,835,-132,7509,0
00:25,-41,3621,902,272,211,140,18,2261,11067,826,-134,7581,0
00:30,-41,3633,903,275,211,140,18,2261,10940,816,-136,7569,0
00:35,-41,3661,902,273,211,141,18,2261,10936,823,-136,7386,0
00:40,-41,3679,902,273,211,141,18,2261,10810,819,-139,7386,0
00:45,-41,3714,901,274,211,140,18,2262,10676,829,-136,7328,0
00:50,-41,3721,902,275,211,141,18,2261,10543,834,-142,7331,0
00:55,-41,3733,901,275,211,125,18,2261,10486,836,-145,7266,0
01:00,-41,3704,901,276,212,100,19,2262,10545,831,-145,7119,0
01:05,-41,3675,901,274,211,99,19,2262,10605,805,-130,6996,0
01:10,-41,3663,901,275,211,100,19,2261,10634,803,-127,6889,0
01:15,-41,3666,901,276,211,100,19,2262,10580,799,-130,6798,0
01:20,-41,3697,901,275,211,100,19,2262,10426,797,-141,6837,0
01:25,-41,3727,901,274,211,99,20,2262,10244,786,-143,6877,0
01:30,-41,3729,902,273,211,100,20,2262,10060,795,-144,6936,0
01:35,-41,3719,901,274,211,100,20,2262,9856,801,-138,7032,0
01:40,-41,3714,902,275,211,99,19,2262,9716,799,-137,7060,0
01:45,-41,3707,902,274,211,99,19,2262,9649,796,-130,7094,0
01:50,-41,3721,902,273,211,100,19,2262,9582,797,-71,6989,0
01:55,-41,3756,903,275,212,100,19,2262,9440,803,-146,7017,0
02:00,-41,3800,902,274,212,100,19,2262,9360,816,-164,6965,0
02:05,-41,3837,903,274,212,100,19,2261,9281,816,-365,7286,0
02:10,-41,3853,902,276,212,99,19,2261,9291,803,-292,7216,0
02:15,-41,3831,903,277,212,99,20,2262,9177,801,-302,7191,0
02:20,-41,3817,903,276,211,99,20,2261,9124,800,-330,7288,0
02:25,-41,3818,904,276,212,100,20,2262,9098,803,-335,7233,0
02:30,-41,3811,903,275,211,100,19,2262,9117,805,-431,7305,0
02:35,-41,3790,904,274,211,99,19,2262,9104,801,-372,7220,0
02:40,-41,3746,903,275,211,99,19,2261,9010,802,-380,7223,0
02:45,-41,3709,903,274,211,99,19,2262,8940,802,-375,7286,0
02:50,-42,3691,903,274,211,99,19,2261,8740,806,-289,7331,0
02:55,-42,3637,903,275,211,99,20,2262,8729,801,-289,7248,0
03:00,-42,3587,903,275,211,100,19,2262,8711,797,-218,7192,0
03:05,-42,3527,903,276,211,99,20,2262,8576,803,-150,7215,0
03:10,-42,3495,904,274,211,99,20,2262,8472,803,-114,7220,0
03:15,-42,3497,899,272,211,100,19,2262,8430,800,-115,7238,0
03:20,-42,3511,903,271,211,99,19,2262,8339,803,-117,7276,0
03:25,-42,3485,903,271,210,99,19,2262,8251,801,-119,7315,0
03:30,-42,3456,904,273,210,100,19,2262,8255,799,-122,7329,0
03:35,-42,3466,904,273,210,99,19,2262,8265,802,-105,7274,0
03:40,-42,3467,905,272,210,100,19,2263,8298,806,-111,7188,0
03:45,-42,3473,905,268,210,99,19,2261,8294,801,-123,7216,0
03:50,-43,3503,904,268,210,100,19,2261,8236,796,-117,7206,0
03:55,-42,3482,904,266,210,99,20,2261,8260,794,-121,7181,0
04:00,-43,3472,904,267,210,99,19,2260,8249,798,-118,7198,0
04:05,-43,3463,905,271,210,99,20,2260,8248,810,-65,7181,0
04:10,-43,3461,905,272,210,99,20,2260,8268,812,-48,7162,0
04:15,-42,3457,905,274,210,99,21,2260,8310,812,-41,7111,0
04:20,-43,3479,905,274,210,99,21,2260,8287,808,-38,7133,0
04:25,-43,3468,905,277,211,99,20,2260,8310,801,-50,7187,0
04:30,-44,3441,904,276,211,99,20,2260,8353,806,-53,7197,0
04:35,-44,3388,904,275,210,99,21,2260,8442,815,-38,7158,0
04:40,-43,3314,904,275,210,100,20,2259,8396,821,-21,7285,0
04:45,-44,3270,903,275,211,99,20,2258,8503,810,-9,7225,0
04:50,-43,3244,902,277,211,99,20,2260,8577,810,-25,7214,0
04:55,-43,3191,903,275,211,99,20,2257,8645,833,-10,7217,0
05:00,-43,3115,902,274,211,100,20,2258,8624,893,-18,7336,0
05:05,-43,3060,902,276,211,120,20,2258,8839,915,-32,7278,0
05:10,-44,3021,902,276,211,140,20,2257,8892,939,-33,7342,0
05:15,-44,2995,902,278,210,140,20,2258,8980,935,-22,7357,0
05:20,-44,2982,902,278,210,140,19,2258,9025,939,14,7351,0
05:25,-44,2955,902,277,210,140,19,2257,9045,938,8,7423,0
05:30,-44,2914,902,277,210,140,19,2257,9101,933,6,7447,0
05:35,-45,2886,902,274,210,140,20,2258,9318,936,14,7358,0
05:40,-44,2869,902,275,210,140,20,2258,9427,942,15,7402,0
05:45,-45,2841,902,279,210,140,20,2258,9461,941,12,7456,0
05:50,-45,2793,902,280,211,140,20,2258,9537,941,15,7514,0
05:55,-45,2750,901,279,211,140,20,2257,9539,945,16,7683,0
06:00,-45,2711,901,279,211,140,19,2258,9439,993,19,7922,0
06:05,-45,2671,902,281,210,140,18,2257,9404,1237,95,8171,0
06:10,-44,2632,903,280,210,140,18,2258,9094,1352,130,8457,0
06:15,-40,2566,901,280,210,140,18,2256,9082,1327,119,8751,0
06:20,-26,2511,905,279,210,140,19,2258,9073,1356,147,8809,0
06:25,7,2446,905,279,210,140,19,2258,9090,1336,119,8895,0
06:30,58,2395,904,281,210,140,19,2258,9103,1329,86,8961,0
06:35,142,2333,904,284,210,140,19,2258,9051,1325,68,9104,0
06:40,281,2242,902,281,210,140,19,2258,9071,1324,65,9093,0
06:45,476,2188,903,281,210,140,18,2259,9135,1313,42,8958,0
06:50,718,2143,903,281,210,140,18,2259,9129,1282,-18,8920,0
06:55,1027,2116,902,282,210,140,19,2259,9188,1275,-100,8791,0
07:00,1371,2096,903,281,211,140,19,2259,9112,1224,-127,8697,0
07:05,1751,2069,902,284,210,140,19,2259,8917,941,-63,9102,0
07:10,2178,2042,902,280,210,140,18,2260,8792,870,-30,9092,0
07:15,2648,2029,900,280,209,138,18,2260,8811,837,-80,8895,0
07:20,3118,2040,901,280,209,137,18,2260,8824,829,-126,8538,0
07:25,3623,2046,899,281,209,137,18,2260,8764,807,-143,8190,0
07:30,4121,2062,898,280,209,137,17,2259,8659,777,-21,7866,0
07:35,4640,2088,898,281,209,136,17,2259,8478,775,-167,7659,0
07:40,5154,2071,900,279,209,137,17,2260,8440,796,-121,7229,0
07:45,5660,2041,900,280,209,137,17,2260,8216,778,-235,7041,0
07:50,6120,1991,899,280,209,136,16,2260,8101,736,-173,6838,0
07:55,6590,1929,897,279,208,121,16,2260,8031,774,-277,6583,0
08:00,7051,1815,899,280,207,102,16,2260,8054,792,-305,6297,0
08:05,7630,1698,898,281,207,96,16,2261,7997,733,-439,6314,0
08:10,8113,1636,897,281,207,96,16,2262,8129,664,-499,6112,0
08:15,8571,1586,897,282,207,96,16,2261,8151,638,-492,5801,0
08:20,9039,1527,897,281,207,96,16,2262,8081,478,-406,5685,0
08:25,9446,1458,896,282,207,96,16,2261,8279,345,-433,5527,0
08:30,9731,1422,894,281,207,96,15,2263,8271,345,-546,5438,0
08:35,10009,1390,894,282,209,96,15,2262,8407,347,-694,5309,0
08:40,10224,1389,893,282,209,96,15,2262,8509,346,-761,5203,0
08:45,10425,1384,892,281,209,96,15,2262,8483,337,-769,5125,0
08:50,10619,1370,891,282,209,96,15,2263,8531,53,-638,5179,0
08:55,10810,1386,891,281,209,96,15,2262,8636,50,-679,5051,0
09:00,10980,1406,891,281,208,96,15,2262,8689,41,-713,4918,0
09:05,11096,1392,890,281,208,93,15,2262,8588,43,-515,4747,0
09:10,11223,1372,890,283,208,90,15,2262,8459,52,-515,4676,0
09:15,11346,1348,890,283,208,90,15,2262,8497,54,-421,4510,0
09:20,11460,1296,893,283,207,89,16,2262,8349,89,-449,4538,0
09:25,11557,1242,894,282,208,90,16,2263,8380,93,-432,4494,0
09:30,11596,1198,894,282,207,89,15,2263,8485,56,-281,4330,0
09:35,11725,1155,893,282,207,89,15,2263,8609,31,-708,4490,0
09:40,11808,1135,893,285,207,90,15,2264,9037,35,-908,4560,0
09:45,11834,1110,892,284,206,89,15,2263,8980,40,-764,4462,0
09:50,11951,1090,892,285,201,89,15,2263,8875,35,-772,4454,0
09:55,12034,1068,892,284,203,90,15,2264,8886,30,-745,4451,0
10:00,12038,1072,893,283,204,90,15,2263,8806,29,-626,4401,0
10:05,12036,1067,892,284,204,103,15,2263,8472,199,-537,4279,0
