Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
0:00,-41,3765,926,313,209,157,16,2271,14362,1187,-368,6867,0
0:05,-41,3793,923,312,210,163,16,2271,13748,1060,-123,7115,0
0:10,-41,3811,926,310,210,166,16,2272,12945,1079,-42,7519,0
0:15,-41,3847,926,310,210,166,16,2271,12728,1032,-69,7593,0
0:20,-41,3838,927,309,210,166,16,2272,12624,1021,-71,7611,0
0:25,-41,3817,926,309,211,166,16,2272,12514,1020,-69,7544,0
0:30,-41,3835,927,309,211,166,16,2272,12341,1014,-69,7501,0
0:35,-41,3844,926,308,210,164,16,2271,12088,1016,-70,7612,0
0:40,-40,3830,926,307,211,160,16,2271,11871,1016,-69,7653,0
0:45,-41,3823,927,308,210,159,16,2272,11679,1013,-69,7703,0
0:50,-40,3782,928,309,210,159,16,2272,11594,1014,-69,7689,0
0:55,-40,3733,927,308,211,145,16,2271,11671,1011,-234,7734,0
1:00,-41,3726,928,309,211,118,15,2271,11971,996,-366,7650,0
1:05,-40,3732,927,307,211,118,15,2272,11851,888,-144,7410,0
1:10,-41,3704,928,306,211,118,15,2272,11675,858,-79,7376,0
1:15,-41,3672,929,308,211,118,15,2271,11558,838,-78,7397,0
1:20,-41,3660,929,308,211,118,15,2271,11731,560,-71,7580,0
1:25,-40,3647,931,307,211,118,15,2272,11738,539,-78,7621,0
1:30,-40,3617,930,307,211,118,15,2271,11599,536,-78,7684,0
1:35,-40,3589,930,307,211,118,15,2272,11514,544,-96,7668,0
1:40,-40,3544,930,309,211,118,15,2272,11607,543,-247,7734,0
1:45,-40,3515,931,308,211,118,15,2272,11756,532,-446,7876,0
1:50,-41,3491,932,305,211,118,15,2271,11680,522,-462,8004,0
1:55,-40,3485,931,308,211,118,16,2272,11535,515,-467,7997,0
2:00,-40,3440,932,309,211,118,16,2272,11244,489,-356,8099,0
2:05,-40,3412,932,308,211,129,16,2271,10827,504,-167,8207,0
2:10,-41,3355,932,307,211,160,15,2271,10497,453,-151,8310,0
2:15,-41,3291,933,305,211,160,15,2271,10435,386,-94,8425,0
2:20,-41,3243,933,306,211,160,15,2271,10050,675,-84,8196,0
2:25,-41,3174,934,308,211,159,15,2272,9947,693,-83,8174,0
2:30,-41,3119,934,307,211,160,16,2272,9887,692,-85,8183,0
2:35,-41,3126,934,308,211,160,15,2272,9829,681,-99,8170,0
2:40,-41,3102,933,310,211,159,15,2272,9820,679,-100,8164,0
2:45,-42,3054,934,309,211,160,16,2271,9863,690,-100,8077,0
2:50,-42,3020,934,308,211,160,16,2271,9842,693,-117,8073,0
2:55,-42,2991,934,308,211,160,16,2270,9803,698,-150,8140,0
3:00,-42,2981,934,308,211,160,16,2270,9881,694,-153,8009,0
3:05,-42,2933,932,307,211,159,16,2271,9995,689,-295,8153,0
3:10,-42,2925,929,308,210,159,16,2271,10133,692,-339,8196,0
3:15,-42,2912,929,309,211,159,16,2271,10099,692,-339,8234,0
3:20,-42,2918,929,309,211,159,16,2271,10098,692,-344,8189,0
3:25,-42,2915,929,308,211,159,16,2271,10041,698,-351,8198,0
3:30,-42,2850,928,307,210,159,16,2270,10045,696,-352,8205,0
3:35,-42,2783,929,309,211,159,16,2271,10037,695,-349,8214,0
3:40,-42,2733,929,309,211,159,14,2271,10044,697,-344,8191,0
3:45,-42,2725,929,308,210,159,15,2270,10026,695,-344,8178,0
3:50,-42,2702,929,308,211,159,15,2271,10013,704,-342,8163,0
3:55,-42,2683,929,309,210,159,15,2270,10031,700,-344,8137,0
4:00,-41,2703,928,308,210,159,15,2270,10015,699,-347,8153,0
4:05,-42,2722,928,308,210,159,15,2270,10165,718,-379,8137,0
4:10,-42,2755,928,308,210,174,16,2270,10261,743,-389,8061,0
4:15,-42,2766,929,309,210,180,16,2270,10222,740,-390,8079,0
4:20,-42,2751,929,309,209,180,15,2271,10232,741,-395,8114,0
4:25,-42,2721,929,308,210,180,16,2270,10194,733,-395,8169,0
4:30,-42,2715,930,307,209,180,16,2271,10202,728,-395,8171,0
4:35,-43,2759,931,306,209,180,16,2270,10195,730,-392,8143,0
4:40,-42,2799,931,306,208,180,16,2271,10154,727,-393,8179,0
4:45,-42,2828,931,305,208,180,16,2270,10158,729,-393,8126,0
4:50,-42,2835,931,306,207,180,16,2270,10176,736,-389,8089,0
4:55,-42,2810,931,307,207,180,16,2270,10202,739,-389,8125,0
5:00,-42,2803,932,308,207,180,16,2271,10214,765,-367,8136,0
5:05,-42,2835,932,308,208,180,16,2271,10060,861,-76,7875,0
5:10,-43,2839,930,308,208,180,15,2270,9882,909,-3,7870,0
5:15,-43,2830,931,309,207,180,15,2271,9865,927,-3,7947,0
5:20,-44,2838,932,309,207,180,15,2271,9850,918,-3,8023,0
5:25,-44,2859,932,309,207,180,15,2271,9835,915,-3,8087,0
5:30,-44,2868,931,310,207,180,15,2271,9817,920,-3,8097,0
5:35,-45,2893,931,309,207,180,15,2272,9822,922,-3,8183,0
5:40,-45,2933,931,309,207,180,15,2272,9818,917,-3,8277,0
5:45,-45,2932,931,308,207,180,14,2271,9860,917,-2,8263,0
5:50,-45,2913,931,309,208,179,14,2271,9922,921,-2,8275,0
5:55,-44,2898,931,310,207,179,14,2271,9993,928,11,8284,0
6:00,-42,2855,931,312,207,179,14,2270,10110,1058,103,8116,0
6:05,-33,2842,933,314,207,180,14,2271,9996,1161,72,8295,0
6:10,-10,2828,933,315,207,171,16,2270,10257,1643,42,8041,0
6:15,41,2806,933,315,207,159,16,2270,10188,2083,42,7601,0
6:20,121,2759,934,314,206,159,15,2270,10370,2197,40,7177,0
6:25,243,2709,933,315,201,157,13,2271,10606,2390,37,6773,0
6:30,417,2659,934,316,200,153,13,2271,10128,1733,18,7435,0
6:35,642,2580,934,315,205,154,14,2271,10537,1417,59,7496,0
6:40,959,2471,934,316,208,155,14,2271,10491,1393,19,7571,0
6:45,1263,2368,934,316,207,156,14,2271,10502,1388,37,7365,0
6:50,1655,2309,934,317,207,156,14,2271,10533,1388,25,7079,0
6:55,2065,2244,934,316,208,156,14,2271,10530,1397,-18,6872,0
7:00,2464,2152,934,313,207,156,14,2272,10455,1407,-71,6793,0
7:05,2942,2099,935,314,208,156,14,2272,10289,1242,-115,6931,0
7:10,3370,2077,933,313,207,156,14,2272,10315,1151,-145,6831,0
7:15,3883,2023,933,314,207,155,14,2272,10368,1149,-210,6581,0
7:20,4394,1995,932,311,208,155,14,2271,10221,1151,-202,6264,0
7:25,4911,1971,932,312,207,156,14,2273,9990,1154,-142,5954,0
7:30,5402,1937,932,313,207,156,13,2272,9893,1152,-167,5646,0
7:35,5896,1925,932,313,208,155,15,2272,9679,1103,-135,5477,0
7:40,6375,1915,932,313,208,155,15,2272,9535,1077,-168,5261,0
7:45,6892,1909,932,315,208,155,14,2272,9398,1068,-230,5111,0
7:50,7377,1913,931,316,208,155,14,2273,9234,1062,-236,4842,0
7:55,7833,1929,931,316,208,138,14,2272,9113,1040,-235,4641,0
8:00,8238,1926,931,316,208,114,14,2273,9075,1024,-242,4311,0
8:05,8628,1920,931,316,209,114,15,2272,9340,906,-715,4609,0
8:10,8974,1989,930,317,209,114,15,2273,9585,869,-825,4473,0
8:15,9251,2030,930,315,209,114,15,2272,9710,861,-885,4296,0
8:20,9503,2068,930,315,209,114,15,2272,9698,855,-902,4051,0
8:25,9763,2083,930,316,210,114,15,2272,9560,850,-818,3837,0
8:30,9991,2046,929,315,209,114,15,2273,9444,841,-845,3793,0
8:35,10200,1991,928,315,210,114,15,2273,9500,841,-932,3771,0
8:40,10371,1992,928,316,210,113,15,2273,9561,853,-962,3664,0
8:45,10529,2009,928,315,210,114,15,2273,9545,850,-956,3492,0
8:50,10675,1994,927,316,209,114,15,2272,9530,852,-965,3374,0
8:55,10814,1997,927,315,209,114,15,2273,9484,845,-909,3267,0
9:00,10937,2009,926,316,208,113,15,2273,9399,838,-898,3184,0
9:05,11055,2022,926,316,209,112,15,2273,9392,785,-906,3193,0
9:10,11160,2015,926,318,208,112,15,2273,9475,752,-905,3096,0
9:15,11253,1994,926,314,207,112,14,2273,9511,752,-896,3005,0
9:20,11334,1966,925,314,207,108,13,2274,9556,734,-911,2980,0
9:25,11422,1941,925,313,206,107,13,2274,9583,736,-916,2984,0
9:30,11485,1899,925,314,207,107,13,2275,9566,737,-911,3009,0
9:35,11516,1854,924,316,207,107,12,2275,9617,764,-919,2993,0
9:40,11602,1797,924,316,208,107,12,2275,9538,767,-876,2939,0
9:45,11636,1768,923,316,207,107,12,2275,9757,564,-851,3066,0
9:50,11733,1736,923,317,207,107,12,2275,9958,477,-802,3004,0
