Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
00:00,-39,1542,541,315,231,252,15,1121,9193,1591,-26,6646,0
00:05,-39,1503,533,316,232,265,16,1121,9053,1572,68,6731,0
00:10,-39,1458,531,317,232,260,15,1121,9037,1618,102,6653,0
00:15,-39,1425,531,316,231,262,15,1121,8956,1613,16,6702,0
00:20,-39,1438,530,317,232,263,15,1121,9021,1699,-12,6600,0
00:25,-40,1477,531,316,233,267,15,1121,8836,1660,-5,6605,0
00:30,-40,1487,531,315,232,267,15,1121,8780,1629,-8,6634,0
00:35,-40,1530,530,317,232,268,15,1121,8696,1611,-9,6624,0
00:40,-40,1578,531,316,232,268,15,1121,8574,1602,-6,6639,0
00:45,-40,1629,530,315,232,268,15,1121,8507,1592,-10,6596,0
00:50,-40,1673,530,316,232,265,15,1121,8451,1587,-12,6543,0
00:55,-40,1699,531,316,232,267,15,1121,8423,1592,-6,6463,0
01:00,-40,1704,532,316,232,267,15,1121,8411,1569,2,6393,0
01:05,-40,1702,532,316,232,266,16,1121,8406,1437,-38,6467,0
01:10,-40,1699,531,315,232,261,15,1121,8452,1335,1,6470,0
01:15,-40,1696,531,316,232,255,15,1121,8496,1319,1,6410,0
01:20,-40,1721,530,317,232,257,15,1121,8479,1311,1,6352,0
01:25,-40,1762,531,316,232,257,15,1122,8425,1310,-4,6306,0
01:30,-40,1809,530,312,232,257,15,1122,8330,1304,-7,6313,0
01:35,-40,1836,530,311,232,257,15,1120,8383,1191,-17,6306,0
01:40,-40,1802,531,312,232,258,15,1121,8727,1000,14,6365,0
01:45,-40,1766,531,313,231,259,15,1121,8724,993,14,6372,0
01:50,-40,1760,531,315,231,259,15,1121,8704,988,-5,6368,0
01:55,-40,1756,531,316,231,259,15,1121,8640,989,1,6387,0
02:00,-40,1725,531,311,231,260,15,1120,8568,995,1,6428,0
02:05,-40,1674,531,311,232,260,15,1121,8526,975,1,6483,0
02:10,-40,1622,530,313,230,261,15,1120,8499,975,1,6554,0
02:15,-40,1561,530,316,230,261,15,1120,8477,972,11,6596,0
02:20,-40,1501,530,315,231,260,15,1120,8539,961,1,6580,0
02:25,-40,1456,530,316,230,259,15,1120,8596,955,1,6545,0
02:30,-40,1452,530,316,230,258,15,1120,8619,952,1,6501,0
02:35,-39,1485,530,316,230,259,14,1120,8620,948,1,6439,0
02:40,-39,1519,530,316,231,256,14,1121,8585,937,-5,6411,0
02:45,-40,1540,530,316,231,259,14,1120,8515,939,1,6439,0
02:50,-40,1545,531,317,230,258,14,1120,8453,944,-4,6434,0
02:55,-40,1570,531,315,230,260,14,1120,8382,936,-3,6442,0
03:00,-40,1537,530,316,231,260,14,1121,8360,948,9,6433,0
03:05,-40,1501,531,316,231,262,14,1120,8434,1018,-12,6353,0
03:10,-40,1454,531,315,231,270,14,1120,8457,1056,-19,6344,0
03:15,-41,1399,531,316,230,271,14,1120,8433,1064,1,6329,0
03:20,-41,1351,531,316,230,271,14,1120,8443,1069,1,6346,0
03:25,-41,1329,532,315,231,270,14,1121,8421,1055,1,6400,0
03:30,-41,1327,531,316,231,270,14,1120,8428,1045,-3,6414,0
03:35,-41,1310,531,317,231,270,15,1121,8415,1059,1,6407,0
03:40,-41,1289,531,317,230,270,15,1121,8419,1060,1,6421,0
03:45,-41,1258,531,316,231,269,15,1121,8442,1050,1,6424,0
03:50,-40,1194,531,316,230,268,15,1121,8485,1056,1,6406,0
03:55,-40,1120,532,315,230,267,15,1121,8511,1066,1,6445,0
04:00,-41,1068,532,313,231,270,15,1121,8467,1073,1,6558,0
04:05,-41,1043,532,314,230,280,15,1121,8491,1111,2,6511,0
04:10,-41,1024,532,314,230,289,15,1121,8488,1148,1,6503,0
04:15,-41,994,531,313,230,289,15,1121,8467,1145,1,6552,0
04:20,-41,937,531,313,230,289,15,1121,8485,1153,1,6567,0
04:25,-42,890,531,315,230,285,15,1121,8503,1155,1,6588,0
04:30,-41,857,531,314,230,288,15,1121,8506,1153,1,6603,0
04:35,-41,817,531,314,230,288,15,1121,8540,1164,1,6596,0
04:40,-41,773,532,314,231,288,15,1122,8558,1159,1,6631,0
04:45,-41,758,532,316,230,288,15,1122,8572,1160,1,6650,0
04:50,-41,756,532,317,230,288,15,1122,8598,1162,1,6630,0
04:55,-42,755,532,318,231,285,15,1121,8601,1154,1,6652,0
05:00,-42,761,532,319,230,288,15,1122,8610,1139,1,6695,0
05:05,-42,771,532,319,231,289,14,1122,8534,1344,0,6734,0
05:10,-42,769,532,321,230,289,15,1122,8414,1506,0,6721,0
05:15,-41,781,532,320,230,289,16,1122,8320,1552,0,6759,0
05:20,-42,805,531,321,230,287,16,1122,8337,1561,1,6743,0
05:25,-42,841,532,321,230,289,15,1123,8328,1565,1,6747,0
05:30,-42,887,531,320,230,289,14,1122,8329,1560,1,6718,0
05:35,-42,915,532,320,230,288,15,1123,8333,1565,1,6723,0
05:40,-43,932,531,319,230,287,16,1123,8332,1568,1,6748,0
05:45,-43,973,532,319,230,287,16,1123,8338,1569,1,6757,0
05:50,-43,1031,531,318,230,287,17,1123,8338,1574,1,6729,0
05:55,-44,1080,531,319,230,273,17,1123,8345,1571,1,6739,0
06:00,-44,1109,531,323,230,266,17,1123,8395,1563,-18,6770,0
06:05,-45,1122,531,326,230,266,17,1123,8451,1538,-12,6841,0
06:10,-37,1090,531,332,230,268,15,1123,8442,1535,1,6950,0
06:15,-24,1066,530,333,230,268,15,1123,8421,1535,3,6967,0
06:20,-8,1090,531,331,230,269,15,1123,8414,1547,13,6908,0
06:25,20,1140,531,330,230,269,15,1123,8331,1537,1,6906,0
06:30,77,1148,531,331,230,270,15,1123,8261,1539,1,6888,0
06:35,175,1141,531,331,230,270,15,1124,8181,1525,18,6877,0
06:40,284,1119,532,331,229,270,15,1123,8060,1545,23,6891,0
06:45,444,1101,532,331,230,270,16,1123,7927,1551,40,6897,0
