Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
00:00,0,4799,893,412,205,547,9,2268,5556,3757,-58,7023,0
00:05,0,4787,893,411,205,544,9,2269,5407,3759,-5,6974,0
00:10,0,4765,892,410,205,529,9,2268,5456,3709,-58,6934,0
00:15,0,4745,893,409,206,517,9,2268,5528,3674,-70,6972,0
00:20,0,4722,893,411,206,517,9,2268,5382,3758,-48,6933,0
00:25,0,4692,894,410,206,516,9,2268,5042,3859,5,6887,0
00:30,0,4706,893,410,206,517,10,2267,4855,3891,5,6897,0
00:35,0,4768,893,409,206,517,9,2268,4779,3889,-25,6828,0
00:40,0,4803,893,409,206,517,9,2267,4709,3886,-71,6857,0
00:45,0,4859,892,408,206,517,9,2267,4538,3860,-51,6913,0
00:50,0,4877,893,408,206,517,9,2268,4480,3863,-35,6811,0
00:55,0,4845,893,408,206,516,9,2267,4344,3896,5,6786,0
01:00,0,4850,893,411,206,516,9,2267,4241,3895,5,6692,0
01:05,0,4906,892,410,206,516,9,2267,4130,3803,-68,6821,0
01:10,0,4900,894,409,207,535,9,2266,4048,3735,-80,6978,0
01:15,0,4858,893,409,206,534,9,2266,3985,3793,-24,6882,0
01:20,0,4883,893,408,206,533,9,2267,3734,3854,-8,6873,0
01:25,0,4913,893,410,206,533,9,2267,3631,3859,-19,6837,0
01:30,0,4947,893,409,206,533,9,2266,3549,3803,-29,6829,0
01:35,0,4943,892,408,207,533,9,2267,3533,3767,-27,6773,0
01:40,0,4937,892,409,207,533,9,2266,3509,3755,0,6759,0
01:45,0,4918,892,410,207,533,9,2267,3428,3787,1,6741,0
01:50,0,4918,892,410,207,534,9,2267,3379,3753,1,6746,0
01:55,0,4893,893,412,208,533,9,2266,3539,3513,18,6937,0
02:00,0,4856,890,412,208,534,9,2267,3501,3510,79,7000,0
02:05,0,4868,893,411,207,536,9,2265,3388,3510,27,7034,0
02:10,0,4894,892,409,207,537,9,2264,3358,3491,-21,7061,0
02:15,0,4916,893,407,207,535,9,2266,3210,3450,-37,7245,0
02:20,0,4921,893,407,207,538,9,2265,3007,3487,-1,7289,0
02:25,0,4905,892,408,207,537,9,2266,2937,3484,-1,7308,0
02:30,0,4884,893,411,207,538,9,2266,2881,3474,-1,7319,0
02:35,0,4973,893,408,207,538,9,2267,2811,3461,-6,7240,0
02:40,0,5010,893,403,207,538,9,2266,2791,3453,-14,7203,0
02:45,0,4995,893,402,207,538,9,2266,2805,3456,-2,7148,0
02:50,0,5053,893,398,207,538,9,2266,2755,3437,-11,7089,0
02:55,0,4859,893,398,207,537,9,2267,2866,3451,-1,7132,0
03:00,0,4877,893,397,207,537,10,2267,2821,3421,18,7107,0
03:05,0,4965,892,399,207,538,9,2267,2804,3347,0,7096,0
03:10,0,4976,892,402,207,538,9,2267,2796,3268,1,7176,0
03:15,0,4992,894,402,207,537,9,2267,2818,3272,2,7129,0
03:20,0,5016,894,403,207,538,9,2267,2831,3266,41,7084,0
03:25,0,5006,894,404,205,538,10,2267,2743,3267,59,7088,0
03:30,0,5041,893,403,205,537,10,2267,2738,3262,35,7070,0
03:35,0,4992,893,403,205,537,9,2267,2756,3260,29,7174,0
03:40,0,5014,893,401,205,536,9,2268,2736,3267,25,7214,0
03:45,0,5096,892,400,205,536,9,2268,2695,3221,-9,7227,0
03:50,0,5049,893,401,205,533,9,2268,2685,3212,1,7309,0
03:55,0,5049,892,399,205,534,10,2268,2661,3213,1,7249,0
04:00,0,4995,893,392,205,534,10,2269,2656,3220,2,7289,0
04:05,0,4989,893,392,206,533,10,2268,2697,3332,3,7261,0
04:10,0,5068,893,396,205,546,10,2265,2660,3384,-1,7207,0
04:15,0,5067,892,397,205,547,10,2267,2672,3373,-17,7243,0
04:20,0,5036,892,394,206,547,10,2266,2668,3382,0,7279,0
04:25,0,5024,892,394,206,549,10,2268,2663,3395,-2,7285,0
04:30,0,4985,893,393,207,549,9,2267,2749,3369,-21,7286,0
04:35,0,4956,893,394,207,548,10,2267,2550,3582,-5,7217,0
04:40,0,5012,893,399,207,548,9,2267,2369,3674,-30,7132,0
04:45,0,5010,893,402,206,549,10,2269,2419,3646,-55,7215,0
04:50,0,4941,893,401,206,548,9,2268,2489,3671,-16,7244,0
04:55,0,4941,892,398,206,549,10,2267,2467,3686,-4,7231,0
05:00,0,4955,892,400,206,549,10,2267,2514,3642,-41,7308,0
05:05,0,4953,893,399,206,568,10,2267,2640,3699,-17,7408,0
05:10,0,4940,893,399,206,603,10,2266,2610,3858,-1,7431,0
05:15,0,4932,894,399,206,611,10,2267,2569,3899,36,7482,0
05:20,0,4882,894,400,206,612,9,2267,2584,3932,91,7519,0
05:25,0,4831,894,399,206,612,8,2267,2554,3931,83,7640,0
05:30,0,4788,895,403,206,612,9,2268,2602,3923,14,7710,0
05:35,0,4752,894,403,205,614,9,2270,2759,3970,-18,7682,0
05:40,0,4721,894,403,205,613,8,2268,2835,3983,-28,7747,0
05:45,4,4719,894,406,205,611,9,2270,2848,3971,-30,7769,0
05:50,27,4729,895,408,206,609,10,2270,2834,3933,-55,7742,0
05:55,85,4734,894,410,205,609,10,2269,2860,3859,-51,7839,0
06:00,177,4696,894,409,206,608,9,2270,2879,3806,-45,7913,0
06:05,318,4687,894,409,206,609,9,2269,2749,3749,26,7943,0
06:10,502,4664,893,409,205,619,10,2270,2699,3671,105,8055,0
06:15,709,4666,894,408,205,626,10,2269,2680,3667,41,7982,0
06:20,928,4793,894,408,205,627,9,2269,2740,3616,-48,7790,0
06:25,1189,4814,893,410,206,624,9,2270,2826,3524,-89,7729,0
06:30,1480,4803,893,409,205,639,9,2270,2784,3418,-45,7651,0
06:35,1782,4807,893,409,206,638,9,2271,2681,3508,-2,7438,0
06:40,2119,4809,892,407,205,637,9,2271,2556,3513,-40,7215,0
06:45,2465,4845,892,405,205,638,9,2271,2545,3450,-23,7031,0
06:50,2807,4858,892,404,204,637,9,2270,2540,3430,-19,6803,0
06:55,3183,4848,891,406,205,638,8,2270,2509,3396,-21,6504,0
07:00,3580,4841,891,405,205,623,8,2270,2554,3354,-1,6197,0
07:05,3965,4848,891,406,204,563,9,2271,2640,3251,-17,6093,0
07:10,4335,4838,891,408,205,552,8,2271,2619,3174,-8,5911,0
07:15,4736,4838,890,409,205,550,9,2271,2649,3206,-7,5581,0
07:20,5143,4885,891,409,206,549,8,2271,2613,3152,-10,5213,0
07:25,5549,4913,890,409,206,549,8,2271,2652,3174,-11,4866,0
07:30,5964,4949,889,409,206,548,8,2271,2629,3139,-26,4543,0
07:35,6330,4978,889,407,205,548,7,2271,2771,2988,6,4371,0
07:40,6692,4980,888,407,206,548,7,2271,2905,2980,0,4021,0
07:45,7040,5003,888,408,206,548,7,2272,2896,2937,-18,3784,0
07:50,7343,4975,888,406,206,548,8,2271,2824,2796,8,3661,0
07:55,7564,4960,887,406,205,534,8,2271,2879,2710,0,3612,0
08:00,7739,4935,887,405,205,515,9,2272,2904,2668,-1,3565,0
08:05,8049,4952,886,406,204,490,8,2272,2891,2747,-3,3406,0
08:10,8263,4978,887,404,204,474,8,2272,2747,2809,-1,3323,0
08:15,8439,4974,886,405,204,473,8,2272,2695,2810,0,3218,0
08:20,8602,4960,886,403,206,473,8,2272,2666,2814,7,3166,0
08:25,8764,4905,886,403,205,471,8,2272,2642,2828,41,3083,0
08:30,8911,4831,886,403,205,470,8,2272,2666,2828,39,3055,0
08:35,9056,4748,887,410,206,469,8,2272,2608,2812,15,3017,0
08:40,9197,4668,887,409,205,469,8,2272,2667,2773,-1,3042,0
08:45,9311,4665,886,406,206,470,8,2272,2876,2511,1,3209,0
08:50,9428,4654,887,408,205,469,7,2273,3020,2504,0,3091,0
08:55,9541,4637,887,410,205,470,8,2272,3143,2459,-39,2985,0
09:00,9628,4634,887,410,205,471,7,2273,3148,2437,-61,2915,0
09:05,9703,4607,887,407,207,470,7,2273,3246,2549,-7,2714,0
09:10,9792,4595,885,406,205,470,7,2273,3245,2636,-4,2503,0
09:15,9879,4594,885,406,204,470,8,2272,3274,2636,-21,2396,0
09:20,9938,4610,880,408,204,468,7,2273,3215,2617,-22,2392,0
09:25,10024,4661,871,407,201,469,8,2273,3170,2586,-4,2321,0
09:30,10071,4693,883,405,202,469,8,2273,3157,2563,-23,2252,0
09:35,10073,4676,884,404,202,470,7,2272,3191,2606,0,2214,0
09:40,10147,4672,883,402,202,471,7,2272,3236,2678,2,2036,0
09:45,10220,4655,882,403,202,471,7,2271,3192,2680,2,1978,0
09:50,10334,4628,875,403,202,472,7,2271,3208,2687,24,1856,0
09:55,10397,4598,883,404,203,472,9,2272,3151,2693,14,1807,0
10:00,10449,4579,883,401,204,472,10,2271,3193,2701,15,1662,0
10:05,10496,4547,880,399,204,470,10,2271,3217,2666,-1,1677,0
10:10,10544,4537,879,400,204,469,9,2271,3237,2666,-2,1612,0
10:15,10593,4486,881,402,204,468,9,2270,3232,2665,-1,1664,0
10:20,10640,4450,882,399,204,469,10,2269,3222,2670,0,1622,0
10:25,10688,4407,882,399,204,468,9,2271,3273,2671,0,1588,0
10:30,10732,4335,882,400,204,471,9,2270,3270,2664,0,1577,0
10:35,10777,4272,882,399,204,470,10,2270,3222,2662,0,1618,0
10:40,10819,4205,881,398,204,469,10,2270,3211,2664,0,1682,0
10:45,10849,4165,881,400,204,467,10,2269,3209,2668,0,1664,0
10:50,10857,4153,881,401,204,466,9,2269,3151,2665,0,1674,0
10:55,10888,4101,880,403,206,466,9,2269,3222,2664,0,1707,0
11:00,10901,4038,880,403,206,465,9,2269,3221,2668,-1,1635,0
11:05,10885,3998,879,403,207,465,9,2268,3163,2654,5,1789,0
11:10,10937,3993,881,402,207,465,8,2268,3177,2648,-1,1800,0
11:15,10970,3972,880,402,206,465,8,2269,3170,2660,7,1739,0
11:20,10856,3947,879,400,206,466,9,2270,3267,2711,72,1760,0
11:25,10979,3881,879,402,207,465,8,2269,3199,2709,53,1725,0
11:30,11054,3827,877,401,207,466,8,2268,3168,2676,15,1843,0
11:35,11006,3751,878,398,207,462,8,2269,3242,2689,42,1914,0
11:40,11036,3775,878,399,203,462,8,2269,3138,2656,0,1951,0
11:45,11065,3788,878,403,199,461,9,2270,3211,2620,-36,1895,0
11:50,11051,3814,877,403,199,459,9,2268,3261,2649,-3,1831,0
